timestamp,zone,flow,pressure,frequency,temp,humidity
2026-04-04T12:31:34.647332+00:00,Zone A - Downtown,8.685508042262056,51.12326275624918,181.63674964798443,25.181064606288498,46.012395963442316
2026-04-04T12:31:34.647332+00:00,Zone B - Industrial,8.69435967173682,48.09076075104396,179.62025561626956,26.90294596736241,54.46599286331667
2026-04-04T12:31:34.647332+00:00,Zone C - Residential,8.172363333446235,47.336691983260636,183.667613171784,25.292707761921804,54.74999028573475
2026-04-04T12:31:34.647332+00:00,Zone D - Commercial,10.555115643211664,47.24382076623964,187.27544209783082,25.39221152959088,53.51483945990401
2026-04-04T12:31:36.647332+00:00,Zone A - Downtown,7.8439363926530765,50.62445869400183,183.96659651130184,25.86884722074033,47.66463932339984
2026-04-04T12:31:36.647332+00:00,Zone B - Industrial,8.493562643994895,49.73701219831884,188.15946463626977,25.02856189900355,52.71903389994229
2026-04-04T12:31:36.647332+00:00,Zone C - Residential,8.789866352815041,47.67704468245634,181.02042225817362,26.737550317526257,50.221573983061816
2026-04-04T12:31:36.647332+00:00,Zone D - Commercial,8.938540873165906,46.66934454219772,178.3874041985035,25.493119573980067,51.36080523254443
2026-04-04T12:31:38.647332+00:00,Zone A - Downtown,7.804956251032901,49.71769105357389,186.5349553130323,25.432302668627855,48.617418284585355
2026-04-04T12:31:38.647332+00:00,Zone B - Industrial,9.193453768181056,50.41730695984908,178.12162448176693,24.655248302619597,51.442382583842104
2026-04-04T12:31:38.647332+00:00,Zone C - Residential,8.718843020455505,49.81301948610022,177.4339934906632,23.457692861458735,50.253955057870556
2026-04-04T12:31:38.647332+00:00,Zone D - Commercial,8.475542355219554,46.87707067845591,179.68143703492055,24.77868169928839,45.43149263894742
2026-04-04T12:31:40.647332+00:00,Zone A - Downtown,7.350040138195385,49.62722826947833,174.3760134631836,24.73166008532113,51.57853859360554
2026-04-04T12:31:40.647332+00:00,Zone B - Industrial,8.273769035556791,50.634027956009945,176.96890284763873,24.94093272180154,54.12329649157163
2026-04-04T12:31:40.647332+00:00,Zone C - Residential,9.296559275581485,48.41963429670334,182.67763443726636,26.98552334946634,46.26139939147751
2026-04-04T12:31:40.647332+00:00,Zone D - Commercial,10.441334777750978,48.033254426802266,178.8057662532837,26.47392865318356,48.171075261929936
2026-04-04T12:31:42.647332+00:00,Zone A - Downtown,8.969417076931682,48.936671612801796,176.92126263488197,23.835543830394933,49.97552923764599
2026-04-04T12:31:42.647332+00:00,Zone B - Industrial,7.911195506668402,51.34473271137376,170.0482387902483,24.024005031133942,51.51237875666042
2026-04-04T12:31:42.647332+00:00,Zone C - Residential,8.4419205199132,47.191154495768835,170.21786243870395,24.90715049587895,47.79273483330864
2026-04-04T12:31:42.647332+00:00,Zone D - Commercial,9.279705481509135,47.25031443650842,176.7459813628664,23.81134037924359,48.81924184183232
2026-04-04T12:31:44.647332+00:00,Zone A - Downtown,7.5059899956135645,48.922257393504,176.0657512300179,25.294467455594454,51.296969446809584
2026-04-04T12:31:44.647332+00:00,Zone B - Industrial,9.473050487868882,51.41582531427812,189.6936984881538,24.134680657025648,53.89917414194109
2026-04-04T12:31:44.647332+00:00,Zone C - Residential,9.331498833695962,50.73632645952511,186.6538133867138,26.977770676116098,50.782010787562
2026-04-04T12:31:44.647332+00:00,Zone D - Commercial,8.794444588021081,46.82703610081449,172.7785005382123,25.685854557033295,51.201434361930446
2026-04-04T12:31:46.647332+00:00,Zone A - Downtown,7.695786953956932,51.00481257960273,176.5044087521477,26.568651674477913,45.36189007105593
2026-04-04T12:31:46.647332+00:00,Zone B - Industrial,9.184000379486939,49.428447622366974,178.5566192731377,25.464768833757464,47.916912144287195
2026-04-04T12:31:46.647332+00:00,Zone C - Residential,9.458699197717472,50.67747449518553,174.35460589196038,23.61061611006844,45.6394906701758
2026-04-04T12:31:46.647332+00:00,Zone D - Commercial,8.720078134766974,48.024101391578725,180.18867050895287,25.480731859744765,54.11452945630016
2026-04-04T12:31:48.647332+00:00,Zone A - Downtown,8.496393557802906,50.57214984711492,183.3549605334184,23.647700694415466,54.22430853763447
2026-04-04T12:31:48.647332+00:00,Zone B - Industrial,8.802216762278675,51.03818790215425,175.15424778591233,25.918605676460615,51.49916909162165
2026-04-04T12:31:48.647332+00:00,Zone C - Residential,8.80443923529322,47.29975284911112,179.80236177349718,24.46833158575115,45.73120892259944
2026-04-04T12:31:48.647332+00:00,Zone D - Commercial,8.822225731461758,46.74508299594914,185.6249045117682,26.546637475180603,54.00828252105524
2026-04-04T12:31:50.647332+00:00,Zone A - Downtown,8.040891890695347,48.130139366545464,187.507388141559,25.786857093040904,49.93653380132609
2026-04-04T12:31:50.647332+00:00,Zone B - Industrial,8.751924547558662,50.73076309062942,176.8907888082734,26.447221398855852,45.11025427603008
2026-04-04T12:31:50.647332+00:00,Zone C - Residential,9.255037808182182,47.86748041845316,173.7288402630849,25.533378555361452,47.457560354578874
2026-04-04T12:31:50.647332+00:00,Zone D - Commercial,10.333037441569351,46.62886320902432,171.83799928169583,26.41574701018264,53.64686667778532
2026-04-04T12:31:52.647332+00:00,Zone A - Downtown,7.332111044055935,50.0058735392033,178.85318307723654,25.726464686797435,46.6989571605604
2026-04-04T12:31:52.647332+00:00,Zone B - Industrial,8.695804871964318,49.35127315087034,181.4645845362565,26.14741821671467,46.18475293183513
2026-04-04T12:31:52.647332+00:00,Zone C - Residential,9.127522469872446,50.415423194112336,175.15768731105837,26.866489479387344,53.46831109563185
2026-04-04T12:31:52.647332+00:00,Zone D - Commercial,8.761701829264165,47.47694575475077,172.83106199155145,24.293127958751885,51.968864601041986
2026-04-04T12:31:54.647332+00:00,Zone A - Downtown,7.909644787308514,48.832807855540395,171.13681907340694,23.182583544605084,46.147180499276914
2026-04-04T12:31:54.647332+00:00,Zone B - Industrial,7.5799498033372545,48.733244797798186,179.03393360229674,24.192182201400392,48.57393886757441
2026-04-04T12:31:54.647332+00:00,Zone C - Residential,8.269755539266722,47.66255243893848,189.63498380324728,25.055299224038237,46.62515938014085
2026-04-04T12:31:54.647332+00:00,Zone D - Commercial,9.898187910526339,46.851325493605415,182.60677224607622,26.34792548543172,48.76479320782034
2026-04-04T12:31:56.647332+00:00,Zone A - Downtown,7.9268461238656185,50.92717227787927,179.3390826776872,25.501723906498697,48.236865913829355
2026-04-04T12:31:56.647332+00:00,Zone B - Industrial,9.424857154994388,48.39475899608728,189.55018840131615,25.152967336081378,53.909383823486905
2026-04-04T12:31:56.647332+00:00,Zone C - Residential,8.034459500538048,47.74454408045716,172.23814591521744,25.556920609209918,51.07937451534515
2026-04-04T12:31:56.647332+00:00,Zone D - Commercial,9.55052498141582,50.27991358724922,186.83316309182774,23.885926126132787,52.64263103051709
